game_id,label,source_class,source_username,engine_move_count,critical_positions_count,error_moves_count,time_complexity_corr,critical_time_lift,cpl_mean,cpl_median,cpl_std,post_error_time_ratio
YcgFlqIp,0,human,,98,20,12,0.06577154663474721,1.395355587808418,41.84375,26.5,53.290150771702955,2.266822899229997
Z2vlJCS8,0,human,,44,9,4,0.1850108118075965,0.8527131782945736,35.0,5.0,83.28707488023134,3.048727498448169
ZGHzdcsG,0,human,,70,14,6,-0.06977768765321302,0.8104627766599598,37.628571428571426,10.5,62.391888536107324,1.3540530716103234
ZGqhoOab,1,bot,Boris-Trapsky,125,25,16,-0.02659943439842191,0.7466666666666667,45.504347826086956,26.0,69.91577217257715,0.27906976744186046
ZhNGLISm,1,bot,maia5,66,13,10,0.23923923432574262,1.8582995951417005,55.193548387096776,17.5,100.40544239035302,1.7436151748078352
Zl1nAbCh,0,human,,121,23,23,0.22195874786493175,1.7127378802611473,74.15730337078652,22.0,128.63517778397443,
ZwtuuIMl,1,bot,Boris-Trapsky,52,10,7,-0.2775621709452138,0.4196428571428572,49.90384615384615,23.5,61.92279921103517,1.3694581280788178
ZzC1Y5TH,1,bot,OpeningsBot,43,9,3,0.05228699462892029,0.6354034643008027,31.093023255813954,8.0,42.82729729022724,6.163265306122449
a4k0Mc7j,0,human,,50,10,4,0.12804220684204431,1.945418326693227,29.84,6.5,49.050325177311514,4.311051693404634
a6rX0AcI,0,human,,87,17,12,0.049059824629785004,1.2845070422535212,52.0919540229885,15.0,94.32685069930227,2.047619047619048
aR7wtZhf,1,bot,maia1,34,7,8,0.5491057122690303,1.9841269841269842,90.40625,46.0,137.32326354604854,2.844919786096257
aTH3trO5,0,human,,134,27,13,0.12165041807449685,1.3583356656404515,44.63934426229508,25.5,76.60940591715774,2.0138344226579523
aZjOgoPp,0,human,,82,16,3,-0.0893734268509428,0.9402985074626866,20.670731707317074,5.5,35.19044177255425,1.5723076923076922
adxV7ywn,0,human,,137,27,22,0.10594624719046736,1.0361077923801938,50.62903225806452,33.5,53.18523135746752,2.6315592203898053
atbLOLuV,0,human,,65,13,15,0.3122822808826954,1.6817190906259731,69.83076923076923,29.0,99.97331478269115,2.247393744987971
avArJNo0,0,human,,68,14,10,-0.14648551450561095,0.5385210994967093,86.44117647058823,25.5,184.52222744738728,0.6609375000000001
axt4snaX,1,bot,OpeningsBot,125,25,0,0.1983585602303268,1.4257831325301205,11.104,2.0,18.35421433894679,
b5miDsmx,0,human,,131,27,16,-0.137511344461283,0.5139578506013461,35.224806201550386,13.0,48.69446593360832,0.9910605444941082
bFT0VZyq,0,human,,90,18,10,0.018158523145518884,0.8243727598566308,45.48888888888889,30.5,56.24494929313791,0.9133677567412506
bKUoDiWB,1,bot,maia5,39,8,10,0.005576196550927889,1.0518134715025906,77.1891891891892,34.0,133.15949344277777,2.3589341692789967
bLvxa2Lc,1,bot,maia9,88,18,12,-0.08697563986851933,0.9674796747967481,44.27710843373494,18.0,57.371819045194194,2.1541950113378685
bZ7Jg8Tj,1,bot,simpleEval,167,33,13,-0.0001383795569533867,0.9651972157772621,28.191358024691358,16.0,35.32801042201487,0.5444266666666667
bbrPzY6L,0,human,,67,13,9,0.24858467741033163,2.966666666666667,33.44615384615385,5.0,73.19983832878968,1.7717766030797515
bcAeSu3s,1,bot,OpeningsBot,41,8,2,0.0584985052311736,0.5573630136986301,17.151515151515152,2.0,50.83551682073852,1.125570776255708
bhmeDyqZ,1,bot,Boris-Trapsky,149,29,13,0.19398716865274646,1.3995571021828535,30.478571428571428,15.0,39.37792489946309,0.9218571428571429
bkxOpNyh,0,human,,78,15,16,0.21785350717327992,1.869499241274659,81.29333333333334,8.0,158.78772188750057,2.51305397103993
bl9nmgty,0,human,,51,10,2,0.1340403912378288,1.231578947368421,28.019607843137255,13.0,52.55528935380243,1.0423953365129837
bwLo0mMY,1,bot,Humaia,98,18,19,0.18427054235273954,1.6776859504132233,67.64634146341463,35.5,96.6593682072507,10.816
c9lRT9U6,1,bot,maia1,64,13,22,0.10662025852953123,1.1278753400939896,118.2,55.5,159.05175258386814,
cHuOLiOP,0,human,,129,27,23,0.1562900224856334,1.2972055525247013,62.15384615384615,28.0,97.20509776866461,1.7266666666666668
cWse5IYX,1,bot,maia5,52,10,7,0.022395519161336634,0.975,48.34615384615385,25.5,61.805179212706705,3.8073089700996676
cXAAuuwq,1,bot,simpleEval,99,21,4,0.08674226653683116,0.7653976015834205,27.954545454545453,20.5,35.612149705003354,1.4879530916844348
cZav9YW3,0,human,,31,6,1,-0.21133037114024422,0.7228571428571429,42.61290322580645,5.0,122.43357051211679,
cdS7HYOj,1,bot,maia1,61,11,7,0.13848024307405674,0.9484536082474226,50.074074074074076,22.0,86.17592940797242,1.9994969818913482
coaYFTjs,0,human,,84,16,18,0.38888223234960456,1.9624217118997913,66.70731707317073,7.0,129.63405226805205,6.386792452830188
d9VIVZw6,1,bot,simpleEval,37,8,0,-0.07546135563367155,0.5946428571428571,18.864864864864863,8.0,25.210639283640678,
dBhxXps4,1,bot,Humaia,93,19,16,-0.0008607798713687632,0.7192143037018384,64.13978494623656,20.0,106.47434860933271,1.4021671826625388
dnpJ86OI,0,human,,47,9,4,0.025970710584638002,1.1333333333333333,37.48936170212766,21.0,52.43105801214989,1.1671122994652405
dvtOIBEh,1,bot,Boris-Trapsky,58,11,11,-0.06002392336764386,1.086261980830671,50.40384615384615,24.0,62.710954636019906,1.269592476489028
eNSSsQv7,0,human,,27,5,0,0.3290415893888178,3.966101694915254,22.555555555555557,4.0,44.400811915610646,
eS5CaW0M,0,human,,31,6,2,0.41147004650032376,2.2662473794549265,42.806451612903224,27.0,49.586951558129726,1.642857142857143
eWrpb1g0,0,human,,41,8,4,0.14791569115325087,1.4823825503355703,44.609756097560975,13.0,96.44558128147189,1.2763784887678693
ebC9OzaY,1,bot,simpleEval,189,39,11,0.17036365088675395,1.1822996140382371,28.59659090909091,15.5,37.46804380482009,0.7027671755725192
etk0dZD3,1,bot,simpleEval,43,9,2,0.014975250303993977,1.9084967320261437,37.41860465116279,30.0,36.47122635093827,3.9504608294930876
fDlSedY5,0,human,,76,15,8,-0.01707637643385634,0.511764705882353,40.666666666666664,16.5,60.24745268935074,0.7734556188066625
fEcUdMpv,1,bot,OpeningsBot,67,13,7,0.04958449956867805,0.7138230190861771,38.3859649122807,22.0,48.76141499679841,1.5325584652009525
fHAAAJCR,1,bot,maia1,76,14,6,0.16429968796699806,0.9642857142857143,44.627450980392155,22.0,62.26696501932775,1.175
fKvwCbRJ,1,bot,Lynx_BOT,38,9,2,0.016430162722919,0.717948717948718,19.86842105263158,4.5,40.68827003645592,0.7377326565143824
fbB3EUqo,1,bot,maia9,70,14,8,0.24277118902643702,1.3478491768454592,35.08571428571429,7.5,70.12677150441658,2.6406052963430016
gE3vyQe9,0,human,,87,17,11,0.09153625935665272,1.3618157543391187,45.97701149425287,30.0,62.82341188381928,
gz3EOlpE,0,human,,88,18,11,-0.007318568906391302,1.0074074074074073,42.09090909090909,25.0,53.07234264397049,1.2411266688375122
